image_file_name,sample_number,meat_part,label,time_frame,file_destination,sample_id,pork_cut,split_type,fold,source
IMG20260423075302.jpg,2,Pork Shoulder,fresh,02:22:08,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423075302.jpg,pork_shoulder_sample_2,shoulder,cross_rotation,fold4,meatlens
IMG20260423095439.jpg,2,Pork Shoulder,fresh,05:31:53,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423095439.jpg,pork_shoulder_sample_2,shoulder,cross_rotation,fold4,meatlens
20260424_080838.jpg,1,Pork Shoulder,fresh,02:06:53,E:\Thesis Code\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_080838.jpg,pork_shoulder_sample_1,shoulder,cross_rotation,fold4,meatlens
20260425_233043.jpg,1,Pork Shoulder,spoiled,43:21:46,E:\Thesis Code\Pork Shoulder - sample 1\Spoiled - 16 to 48 hours\20260425_233043.jpg,pork_shoulder_sample_1,shoulder,cross_rotation,fold4,meatlens
IMG20260423091537.jpg,2,Pork Shoulder,fresh,04:30:59,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423091537.jpg,pork_shoulder_sample_2,shoulder,cross_rotation,fold4,meatlens
20260425_072616.jpg,1,Pork Shoulder,spoiled,27:25:21,E:\Thesis Code\Pork Shoulder - sample 1\Spoiled - 16 to 48 hours\20260425_072616.jpg,pork_shoulder_sample_1,shoulder,cross_rotation,fold4,meatlens
IMG20260423090636.jpg,2,Pork Shoulder,fresh,04:16:55,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423090636.jpg,pork_shoulder_sample_2,shoulder,cross_rotation,fold4,meatlens
20260430_200455.jpg,3,Pork Belly,spoiled,31:25:54,E:\Thesis Code\Pork Belly - Sample 3\Spoiled - 16 to 36 hours\20260430_200455.jpg,pork_belly_sample_3,belly,cross_rotation,fold4,meatlens
20260430_171953.jpg,3,Pork Belly,spoiled,29:35:36,E:\Thesis Code\Pork Belly - Sample 3\Spoiled - 16 to 36 hours\20260430_171953.jpg,pork_belly_sample_3,belly,cross_rotation,fold4,meatlens
20260425_012311.jpg,1,Pork Shoulder,spoiled,21:14:02,E:\Thesis Code\Pork Shoulder - sample 1\Spoiled - 16 to 48 hours\20260425_012311.jpg,pork_shoulder_sample_1,shoulder,cross_rotation,fold4,meatlens
20260429_122947.jpg,3,Pork Belly,not fresh,08:26:07,E:\Thesis Code\Pork Belly - Sample 3\Not Fresh - 8 to 16 hours\20260429_122947.jpg,pork_belly_sample_3,belly,cross_rotation,fold4,meatlens
20260429_150122.jpg,3,Pork Belly,not fresh,10:56:44,E:\Thesis Code\Pork Belly - Sample 3\Not Fresh - 8 to 16 hours\20260429_150122.jpg,pork_belly_sample_3,belly,cross_rotation,fold4,meatlens
20260429_115347.jpg,3,Pork Belly,fresh,02:44:06,E:\Thesis Code\Pork Belly - Sample 3\Fresh - 0 to 8 hours\20260429_115347.jpg,pork_belly_sample_3,belly,cross_rotation,fold4,meatlens
20260429_060101.jpg,3,Pork Belly,fresh,05:48:43,E:\Thesis Code\Pork Belly - Sample 3\Fresh - 0 to 8 hours\20260429_060101.jpg,pork_belly_sample_3,belly,cross_rotation,fold4,meatlens
20260423_104735.jpg,2,Pork Shoulder,not fresh,06:36:25,E:\Thesis Code\Pork Shoulder - sample 2\Not fresh 6-12 hours\20260423_104735.jpg,pork_shoulder_sample_2,shoulder,cross_rotation,fold4,meatlens
20260429_171025.jpg,3,Pork Belly,not fresh,13:06:17,E:\Thesis Code\Pork Belly - Sample 3\Not Fresh - 8 to 16 hours\20260429_171025.jpg,pork_belly_sample_3,belly,cross_rotation,fold4,meatlens
20260424_182358.jpg,1,Pork Shoulder,not fresh,14:21:46,E:\Thesis Code\Pork Shoulder - sample 1\Not Fresh - 8 to 16 hours\20260424_182358.jpg,pork_shoulder_sample_1,shoulder,cross_rotation,fold4,meatlens
20260429_171926.jpg,3,Pork Belly,not fresh,13:15:19,E:\Thesis Code\Pork Belly - Sample 3\Not Fresh - 8 to 16 hours\20260429_171926.jpg,pork_belly_sample_3,belly,cross_rotation,fold4,meatlens
20260424_185358.jpg,1,Pork Shoulder,not fresh,14:52:09,E:\Thesis Code\Pork Shoulder - sample 1\Not Fresh - 8 to 16 hours\20260424_185358.jpg,pork_shoulder_sample_1,shoulder,cross_rotation,fold4,meatlens
20260424_073838.jpg,1,Pork Shoulder,fresh,01:21:01,E:\Thesis Code\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_073838.jpg,pork_shoulder_sample_1,shoulder,cross_rotation,fold4,meatlens
20260424_201159.jpg,1,Pork Shoulder,spoiled,16:10:14,E:\Thesis Code\Pork Shoulder - sample 1\Spoiled - 16 to 48 hours\20260424_201159.jpg,pork_shoulder_sample_1,shoulder,cross_rotation,fold4,meatlens
20260424_131245.jpg,1,Pork Shoulder,not fresh,09:11:54,E:\Thesis Code\Pork Shoulder - sample 1\Not Fresh - 8 to 16 hours\20260424_131245.jpg,pork_shoulder_sample_1,shoulder,cross_rotation,fold4,meatlens
20260424_154849.jpg,1,Pork Shoulder,not fresh,11:46:50,E:\Thesis Code\Pork Shoulder - sample 1\Not Fresh - 8 to 16 hours\20260424_154849.jpg,pork_shoulder_sample_1,shoulder,cross_rotation,fold4,meatlens
20260429_174626.jpg,3,Pork Belly,not fresh,13:42:26,E:\Thesis Code\Pork Belly - Sample 3\Not Fresh - 8 to 16 hours\20260429_174626.jpg,pork_belly_sample_3,belly,cross_rotation,fold4,meatlens
20260424_153749.jpg,1,Pork Shoulder,not fresh,11:37:43,E:\Thesis Code\Pork Shoulder - sample 1\Not Fresh - 8 to 16 hours\20260424_153749.jpg,pork_shoulder_sample_1,shoulder,cross_rotation,fold4,meatlens
20260424_115344.jpg,1,Pork Shoulder,fresh,07:49:18,E:\Thesis Code\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_115344.jpg,pork_shoulder_sample_1,shoulder,cross_rotation,fold4,meatlens
20260429_163125.jpg,3,Pork Belly,not fresh,12:27:07,E:\Thesis Code\Pork Belly - Sample 3\Not Fresh - 8 to 16 hours\20260429_163125.jpg,pork_belly_sample_3,belly,cross_rotation,fold4,meatlens
20260424_152304.jpg,2,Pork Shoulder,spoiled,35:37:13,E:\Thesis Code\Pork Shoulder - sample 2\Spoiled level 1 12-40 hours\20260424_152304.jpg,pork_shoulder_sample_2,shoulder,cross_rotation,fold4,meatlens
