image_file_name,sample_number,meat_part,label,time_frame,file_destination
20260424_055602.jpg,1,Pork Shoulder,fresh,00:00:00,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_055602.jpg
20260424_060021.jpg,1,Pork Shoulder,fresh,00:02:25,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_060021.jpg
20260424_060221.jpg,1,Pork Shoulder,fresh,00:04:49,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_060221.jpg
20260424_060621.jpg,1,Pork Shoulder,fresh,00:07:14,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_060621.jpg
20260424_060821.jpg,1,Pork Shoulder,fresh,00:09:39,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_060821.jpg
20260424_061221.jpg,1,Pork Shoulder,fresh,00:12:04,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_061221.jpg
20260424_061421.jpg,1,Pork Shoulder,fresh,00:14:28,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_061421.jpg
20260424_061821.jpg,1,Pork Shoulder,fresh,00:16:53,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_061821.jpg
20260424_062221.jpg,1,Pork Shoulder,fresh,00:19:18,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_062221.jpg
20260424_062421.jpg,1,Pork Shoulder,fresh,00:21:43,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_062421.jpg
20260424_062821.jpg,1,Pork Shoulder,fresh,00:24:07,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_062821.jpg
20260424_063222.jpg,1,Pork Shoulder,fresh,00:26:32,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_063222.jpg
20260424_063621.jpg,1,Pork Shoulder,fresh,00:28:57,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_063621.jpg
20260424_064222.jpg,1,Pork Shoulder,fresh,00:31:21,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_064222.jpg
20260424_064422.jpg,1,Pork Shoulder,fresh,00:33:46,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_064422.jpg
20260424_064821.jpg,1,Pork Shoulder,fresh,00:36:11,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_064821.jpg
20260424_065021.jpg,1,Pork Shoulder,fresh,00:38:36,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_065021.jpg
20260424_065624.jpg,1,Pork Shoulder,fresh,00:41:00,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_065624.jpg
20260424_065824.jpg,1,Pork Shoulder,fresh,00:43:25,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_065824.jpg
20260424_070223.jpg,1,Pork Shoulder,fresh,00:45:50,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_070223.jpg
20260424_071636.jpg,1,Pork Shoulder,fresh,00:48:14,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_071636.jpg
20260424_071739.jpg,1,Pork Shoulder,fresh,00:50:39,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_071739.jpg
20260424_071937.jpg,1,Pork Shoulder,fresh,00:53:04,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_071937.jpg
20260424_072137.jpg,1,Pork Shoulder,fresh,00:55:29,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_072137.jpg
20260424_072337.jpg,1,Pork Shoulder,fresh,00:57:53,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_072337.jpg
20260424_072437.jpg,1,Pork Shoulder,fresh,01:00:18,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_072437.jpg
20260424_072637.jpg,1,Pork Shoulder,fresh,01:02:43,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_072637.jpg
20260424_072837.jpg,1,Pork Shoulder,fresh,01:05:08,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_072837.jpg
20260424_072937.jpg,1,Pork Shoulder,fresh,01:07:32,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_072937.jpg
20260424_073138.jpg,1,Pork Shoulder,fresh,01:09:57,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_073138.jpg
20260424_073237.jpg,1,Pork Shoulder,fresh,01:12:22,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_073237.jpg
20260424_073437.jpg,1,Pork Shoulder,fresh,01:14:46,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_073437.jpg
20260424_073538.jpg,1,Pork Shoulder,fresh,01:17:11,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_073538.jpg
20260424_073738.jpg,1,Pork Shoulder,fresh,01:19:36,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_073738.jpg
20260424_073937.jpg,1,Pork Shoulder,fresh,01:22:01,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_073937.jpg
20260424_074038.jpg,1,Pork Shoulder,fresh,01:24:25,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_074038.jpg
20260424_074238.jpg,1,Pork Shoulder,fresh,01:26:50,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_074238.jpg
20260424_074337.jpg,1,Pork Shoulder,fresh,01:29:15,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_074337.jpg
20260424_074537.jpg,1,Pork Shoulder,fresh,01:31:39,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_074537.jpg
20260424_074737.jpg,1,Pork Shoulder,fresh,01:34:04,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_074737.jpg
20260424_074838.jpg,1,Pork Shoulder,fresh,01:36:29,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_074838.jpg
20260424_075039.jpg,1,Pork Shoulder,fresh,01:38:54,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_075039.jpg
20260424_075138.jpg,1,Pork Shoulder,fresh,01:41:18,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_075138.jpg
