image_file_name,sample_number,meat_part,label,time_frame,file_destination,sample_id,pork_cut,split_type,fold,source
20260424_055602.jpg,1,Pork Shoulder,fresh,00:00:00,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_055602.jpg,pork_shoulder_sample_1,shoulder,cross_rotation,fold4,meatlens
IMG20260423061521.jpg,2,Pork Shoulder,fresh,00:00:00,E:\Thesis Code\interval sampled\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423061521.jpg,pork_shoulder_sample_2,shoulder,cross_rotation,fold4,meatlens
20260429_042402.jpg,3,Pork Belly,fresh,00:00:00,E:\Thesis Code\interval sampled\Pork Belly - Sample 3\Fresh - 0 to 8 hours\20260429_042402.jpg,pork_belly_sample_3,belly,cross_rotation,fold4,meatlens
IMG_20260508_041534.jpg,5,Pork Ham,fresh,00:00:00,E:\Thesis Code\interval sampled\Pork Ham - Sample 5\Fresh - 0 to 8 hours\IMG_20260508_041534.jpg,pork_ham_sample_5,ham,cross_rotation,fold4,meatlens
IMG20260423061821.jpg,2,Pork Shoulder,fresh,00:01:49,E:\Thesis Code\interval sampled\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423061821.jpg,pork_shoulder_sample_2,shoulder,cross_rotation,fold4,meatlens
IMG20260508062519.jpg,6,Pork Ham,fresh,00:02:07,E:\Thesis Code\interval sampled\Pork Ham - Sample 6\Fresh - 0 to 7 hours\IMG20260508062519.jpg,pork_ham_sample_6,ham,cross_rotation,fold4,meatlens
20260424_060021.jpg,1,Pork Shoulder,fresh,00:02:25,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_060021.jpg,pork_shoulder_sample_1,shoulder,cross_rotation,fold4,meatlens
IMG20260423062037.jpg,2,Pork Shoulder,fresh,00:03:37,E:\Thesis Code\interval sampled\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423062037.jpg,pork_shoulder_sample_2,shoulder,cross_rotation,fold4,meatlens
20260429_042501.jpg,3,Pork Belly,fresh,00:04:06,E:\Thesis Code\interval sampled\Pork Belly - Sample 3\Fresh - 0 to 8 hours\20260429_042501.jpg,pork_belly_sample_3,belly,cross_rotation,fold4,meatlens
IMG20260508062650.jpg,6,Pork Ham,fresh,00:04:13,E:\Thesis Code\interval sampled\Pork Ham - Sample 6\Fresh - 0 to 7 hours\IMG20260508062650.jpg,pork_ham_sample_6,ham,cross_rotation,fold4,meatlens
20260424_060221.jpg,1,Pork Shoulder,fresh,00:04:49,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_060221.jpg,pork_shoulder_sample_1,shoulder,cross_rotation,fold4,meatlens
IMG_20260508_042034.jpg,5,Pork Ham,fresh,00:04:49,E:\Thesis Code\interval sampled\Pork Ham - Sample 5\Fresh - 0 to 8 hours\IMG_20260508_042034.jpg,pork_ham_sample_5,ham,cross_rotation,fold4,meatlens
IMG20260423062237.jpg,2,Pork Shoulder,fresh,00:05:26,E:\Thesis Code\interval sampled\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423062237.jpg,pork_shoulder_sample_2,shoulder,cross_rotation,fold4,meatlens
IMG20260508062750.jpg,6,Pork Ham,fresh,00:06:20,E:\Thesis Code\interval sampled\Pork Ham - Sample 6\Fresh - 0 to 7 hours\IMG20260508062750.jpg,pork_ham_sample_6,ham,cross_rotation,fold4,meatlens
20260424_060621.jpg,1,Pork Shoulder,fresh,00:07:14,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_060621.jpg,pork_shoulder_sample_1,shoulder,cross_rotation,fold4,meatlens
IMG20260423062437.jpg,2,Pork Shoulder,fresh,00:07:14,E:\Thesis Code\interval sampled\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423062437.jpg,pork_shoulder_sample_2,shoulder,cross_rotation,fold4,meatlens
IMG_20260508_042234.jpg,5,Pork Ham,fresh,00:07:14,E:\Thesis Code\interval sampled\Pork Ham - Sample 5\Fresh - 0 to 8 hours\IMG_20260508_042234.jpg,pork_ham_sample_5,ham,cross_rotation,fold4,meatlens
20260429_042601.jpg,3,Pork Belly,fresh,00:08:12,E:\Thesis Code\interval sampled\Pork Belly - Sample 3\Fresh - 0 to 8 hours\20260429_042601.jpg,pork_belly_sample_3,belly,cross_rotation,fold4,meatlens
IMG20260423062737.jpg,2,Pork Shoulder,fresh,00:09:03,E:\Thesis Code\interval sampled\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423062737.jpg,pork_shoulder_sample_2,shoulder,cross_rotation,fold4,meatlens
20260424_060821.jpg,1,Pork Shoulder,fresh,00:09:39,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_060821.jpg,pork_shoulder_sample_1,shoulder,cross_rotation,fold4,meatlens
IMG20260508063050.jpg,6,Pork Ham,fresh,00:10:33,E:\Thesis Code\interval sampled\Pork Ham - Sample 6\Fresh - 0 to 7 hours\IMG20260508063050.jpg,pork_ham_sample_6,ham,cross_rotation,fold4,meatlens
IMG20260423062913.jpg,2,Pork Shoulder,fresh,00:10:51,E:\Thesis Code\interval sampled\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423062913.jpg,pork_shoulder_sample_2,shoulder,cross_rotation,fold4,meatlens
20260424_061221.jpg,1,Pork Shoulder,fresh,00:12:04,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_061221.jpg,pork_shoulder_sample_1,shoulder,cross_rotation,fold4,meatlens
20260429_042701.jpg,3,Pork Belly,fresh,00:12:18,E:\Thesis Code\interval sampled\Pork Belly - Sample 3\Fresh - 0 to 8 hours\20260429_042701.jpg,pork_belly_sample_3,belly,cross_rotation,fold4,meatlens
IMG20260423062957.jpg,2,Pork Shoulder,fresh,00:12:40,E:\Thesis Code\interval sampled\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423062957.jpg,pork_shoulder_sample_2,shoulder,cross_rotation,fold4,meatlens
IMG20260508063220.jpg,6,Pork Ham,fresh,00:12:40,E:\Thesis Code\interval sampled\Pork Ham - Sample 6\Fresh - 0 to 7 hours\IMG20260508063220.jpg,pork_ham_sample_6,ham,cross_rotation,fold4,meatlens
20260424_061421.jpg,1,Pork Shoulder,fresh,00:14:28,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_061421.jpg,pork_shoulder_sample_1,shoulder,cross_rotation,fold4,meatlens
IMG_20260508_043034.jpg,5,Pork Ham,fresh,00:14:28,E:\Thesis Code\interval sampled\Pork Ham - Sample 5\Fresh - 0 to 8 hours\IMG_20260508_043034.jpg,pork_ham_sample_5,ham,cross_rotation,fold4,meatlens
IMG20260508063320.jpg,6,Pork Ham,fresh,00:14:46,E:\Thesis Code\interval sampled\Pork Ham - Sample 6\Fresh - 0 to 7 hours\IMG20260508063320.jpg,pork_ham_sample_6,ham,cross_rotation,fold4,meatlens
20260429_042801.jpg,3,Pork Belly,fresh,00:16:25,E:\Thesis Code\interval sampled\Pork Belly - Sample 3\Fresh - 0 to 8 hours\20260429_042801.jpg,pork_belly_sample_3,belly,cross_rotation,fold4,meatlens
20260424_061821.jpg,1,Pork Shoulder,fresh,00:16:53,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_061821.jpg,pork_shoulder_sample_1,shoulder,cross_rotation,fold4,meatlens
IMG_20260508_043234.jpg,5,Pork Ham,fresh,00:16:53,E:\Thesis Code\interval sampled\Pork Ham - Sample 5\Fresh - 0 to 8 hours\IMG_20260508_043234.jpg,pork_ham_sample_5,ham,cross_rotation,fold4,meatlens
IMG20260508063450.jpg,6,Pork Ham,fresh,00:16:53,E:\Thesis Code\interval sampled\Pork Ham - Sample 6\Fresh - 0 to 7 hours\IMG20260508063450.jpg,pork_ham_sample_6,ham,cross_rotation,fold4,meatlens
IMG20260508063620.jpg,6,Pork Ham,fresh,00:19:00,E:\Thesis Code\interval sampled\Pork Ham - Sample 6\Fresh - 0 to 7 hours\IMG20260508063620.jpg,pork_ham_sample_6,ham,cross_rotation,fold4,meatlens
20260424_062221.jpg,1,Pork Shoulder,fresh,00:19:18,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_062221.jpg,pork_shoulder_sample_1,shoulder,cross_rotation,fold4,meatlens
IMG_20260508_043535.jpg,5,Pork Ham,fresh,00:19:18,E:\Thesis Code\interval sampled\Pork Ham - Sample 5\Fresh - 0 to 8 hours\IMG_20260508_043535.jpg,pork_ham_sample_5,ham,cross_rotation,fold4,meatlens
IMG20260423063427.jpg,2,Pork Shoulder,fresh,00:19:54,E:\Thesis Code\interval sampled\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423063427.jpg,pork_shoulder_sample_2,shoulder,cross_rotation,fold4,meatlens
20260429_042901.jpg,3,Pork Belly,fresh,00:20:31,E:\Thesis Code\interval sampled\Pork Belly - Sample 3\Fresh - 0 to 8 hours\20260429_042901.jpg,pork_belly_sample_3,belly,cross_rotation,fold4,meatlens
IMG20260508063750.jpg,6,Pork Ham,fresh,00:21:06,E:\Thesis Code\interval sampled\Pork Ham - Sample 6\Fresh - 0 to 7 hours\IMG20260508063750.jpg,pork_ham_sample_6,ham,cross_rotation,fold4,meatlens
20260424_062421.jpg,1,Pork Shoulder,fresh,00:21:43,E:\Thesis Code\interval sampled\Pork Shoulder - sample 1\Fresh - 0 to 8 hours\20260424_062421.jpg,pork_shoulder_sample_1,shoulder,cross_rotation,fold4,meatlens
IMG20260423063557.jpg,2,Pork Shoulder,fresh,00:21:43,E:\Thesis Code\interval sampled\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423063557.jpg,pork_shoulder_sample_2,shoulder,cross_rotation,fold4,meatlens
IMG_20260508_043735.jpg,5,Pork Ham,fresh,00:21:43,E:\Thesis Code\interval sampled\Pork Ham - Sample 5\Fresh - 0 to 8 hours\IMG_20260508_043735.jpg,pork_ham_sample_5,ham,cross_rotation,fold4,meatlens
IMG20260508063850.jpg,6,Pork Ham,fresh,00:23:13,E:\Thesis Code\interval sampled\Pork Ham - Sample 6\Fresh - 0 to 7 hours\IMG20260508063850.jpg,pork_ham_sample_6,ham,cross_rotation,fold4,meatlens
