image_file_name,sample_number,meat_part,label,time_frame,file_destination
IMG20260423061521.jpg,2,Pork Shoulder,fresh,00:00:00,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423061521.jpg
IMG20260423061621.jpg,2,Pork Shoulder,fresh,00:00:47,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423061621.jpg
IMG20260423061721.jpg,2,Pork Shoulder,fresh,00:01:34,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423061721.jpg
IMG20260423061821.jpg,2,Pork Shoulder,fresh,00:02:21,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423061821.jpg
IMG20260423061837.jpg,2,Pork Shoulder,fresh,00:03:07,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423061837.jpg
IMG20260423061937.jpg,2,Pork Shoulder,fresh,00:03:54,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423061937.jpg
IMG20260423062037.jpg,2,Pork Shoulder,fresh,00:04:41,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423062037.jpg
IMG20260423062137.jpg,2,Pork Shoulder,fresh,00:05:28,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423062137.jpg
IMG20260423062237.jpg,2,Pork Shoulder,fresh,00:06:15,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423062237.jpg
IMG20260423062337.jpg,2,Pork Shoulder,fresh,00:07:02,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423062337.jpg
IMG20260423062437.jpg,2,Pork Shoulder,fresh,00:07:49,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423062437.jpg
IMG20260423062537.jpg,2,Pork Shoulder,fresh,00:08:35,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423062537.jpg
IMG20260423062637.jpg,2,Pork Shoulder,fresh,00:09:22,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423062637.jpg
IMG20260423062737.jpg,2,Pork Shoulder,fresh,00:10:09,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423062737.jpg
IMG20260423062837.jpg,2,Pork Shoulder,fresh,00:10:56,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423062837.jpg
IMG20260423062913.jpg,2,Pork Shoulder,fresh,00:11:43,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423062913.jpg
IMG20260423062927.jpg,2,Pork Shoulder,fresh,00:12:30,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423062927.jpg
IMG20260423062957.jpg,2,Pork Shoulder,fresh,00:13:17,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423062957.jpg
IMG20260423063027.jpg,2,Pork Shoulder,fresh,00:14:03,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423063027.jpg
IMG20260423063057.jpg,2,Pork Shoulder,fresh,00:14:50,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423063057.jpg
IMG20260423063127.jpg,2,Pork Shoulder,fresh,00:15:37,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423063127.jpg
IMG20260423063157.jpg,2,Pork Shoulder,fresh,00:16:24,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423063157.jpg
IMG20260423063227.jpg,2,Pork Shoulder,fresh,00:17:11,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423063227.jpg
IMG20260423063257.jpg,2,Pork Shoulder,fresh,00:17:58,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423063257.jpg
IMG20260423063327.jpg,2,Pork Shoulder,fresh,00:18:45,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423063327.jpg
IMG20260423063357.jpg,2,Pork Shoulder,fresh,00:19:31,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423063357.jpg
IMG20260423063427.jpg,2,Pork Shoulder,fresh,00:20:18,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423063427.jpg
IMG20260423063457.jpg,2,Pork Shoulder,fresh,00:21:05,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423063457.jpg
IMG20260423063527.jpg,2,Pork Shoulder,fresh,00:21:52,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423063527.jpg
IMG20260423063557.jpg,2,Pork Shoulder,fresh,00:22:39,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423063557.jpg
IMG20260423063627.jpg,2,Pork Shoulder,fresh,00:23:26,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423063627.jpg
IMG20260423063657.jpg,2,Pork Shoulder,fresh,00:24:12,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423063657.jpg
IMG20260423063727.jpg,2,Pork Shoulder,fresh,00:24:59,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423063727.jpg
IMG20260423063757.jpg,2,Pork Shoulder,fresh,00:25:46,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423063757.jpg
IMG20260423063827.jpg,2,Pork Shoulder,fresh,00:26:33,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423063827.jpg
IMG20260423063857.jpg,2,Pork Shoulder,fresh,00:27:20,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423063857.jpg
IMG20260423063927.jpg,2,Pork Shoulder,fresh,00:28:07,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423063927.jpg
IMG20260423063957.jpg,2,Pork Shoulder,fresh,00:28:54,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423063957.jpg
IMG20260423064027.jpg,2,Pork Shoulder,fresh,00:29:40,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423064027.jpg
IMG20260423064057.jpg,2,Pork Shoulder,fresh,00:30:27,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423064057.jpg
IMG20260423064127.jpg,2,Pork Shoulder,fresh,00:31:14,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423064127.jpg
IMG20260423064157.jpg,2,Pork Shoulder,fresh,00:32:01,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423064157.jpg
IMG20260423064227.jpg,2,Pork Shoulder,fresh,00:32:48,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423064227.jpg
IMG20260423064258.jpg,2,Pork Shoulder,fresh,00:33:35,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423064258.jpg
IMG20260423064328.jpg,2,Pork Shoulder,fresh,00:34:22,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423064328.jpg
IMG20260423064358.jpg,2,Pork Shoulder,fresh,00:35:08,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423064358.jpg
IMG20260423064428.jpg,2,Pork Shoulder,fresh,00:35:55,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423064428.jpg
IMG20260423064458.jpg,2,Pork Shoulder,fresh,00:36:42,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423064458.jpg
IMG20260423064528.jpg,2,Pork Shoulder,fresh,00:37:29,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423064528.jpg
IMG20260423064558.jpg,2,Pork Shoulder,fresh,00:38:16,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423064558.jpg
IMG20260423064658.jpg,2,Pork Shoulder,fresh,00:39:03,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423064658.jpg
IMG20260423064728.jpg,2,Pork Shoulder,fresh,00:39:50,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423064728.jpg
IMG20260423064758.jpg,2,Pork Shoulder,fresh,00:40:36,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423064758.jpg
IMG20260423064828.jpg,2,Pork Shoulder,fresh,00:41:23,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423064828.jpg
IMG20260423064858.jpg,2,Pork Shoulder,fresh,00:42:10,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423064858.jpg
IMG20260423064928.jpg,2,Pork Shoulder,fresh,00:42:57,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423064928.jpg
IMG20260423064958.jpg,2,Pork Shoulder,fresh,00:43:44,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423064958.jpg
IMG20260423065028.jpg,2,Pork Shoulder,fresh,00:44:31,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423065028.jpg
IMG20260423065058.jpg,2,Pork Shoulder,fresh,00:45:18,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423065058.jpg
IMG20260423065128.jpg,2,Pork Shoulder,fresh,00:46:04,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423065128.jpg
IMG20260423065158.jpg,2,Pork Shoulder,fresh,00:46:51,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423065158.jpg
IMG20260423065228.jpg,2,Pork Shoulder,fresh,00:47:38,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423065228.jpg
IMG20260423065258.jpg,2,Pork Shoulder,fresh,00:48:25,E:\Thesis Code\Pork Shoulder - sample 2\Fresh 0-6 hours\IMG20260423065258.jpg
